timestamp,price,quantity,side,trade_id
1735880459999000000,96822.83,3.271990,BUY,1740
1735880519999000000,96860.48,1.748700,BUY,1741
1735880579999000000,96813.39,4.495820,SELL,1742
1735880639999000000,96743.99,6.796670,SELL,1743
1735880699999000000,96733.01,3.854470,SELL,1744
1735880759999000000,96749.58,2.686650,BUY,1745
1735880819999000000,96733.52,1.860300,SELL,1746
1735880879999000000,96693.61,4.815280,SELL,1747
1735880939999000000,96644.92,22.491260,SELL,1748
1735880999999000000,96676.35,4.637820,BUY,1749
1735881059999000000,96727.28,10.420170,BUY,1750
1735881119999000000,96730.77,3.418110,BUY,1751
1735881179999000000,96732.25,4.979620,BUY,1752
1735881239999000000,96778.50,5.966280,BUY,1753
1735881299999000000,96769.15,4.732190,SELL,1754
1735881359999000000,96720.46,6.986160,SELL,1755
1735881419999000000,96767.00,4.755530,BUY,1756
1735881479999000000,96791.11,5.383050,BUY,1757
1735881539999000000,96791.14,2.882830,BUY,1758
1735881599999000000,96792.83,3.996390,BUY,1759
1735881659999000000,96740.25,9.545310,SELL,1760
1735881719999000000,96651.83,14.204110,SELL,1761
1735881779999000000,96654.03,8.430930,BUY,1762
1735881839999000000,96688.25,12.507660,BUY,1763
1735881899999000000,96640.87,9.182750,SELL,1764
1735881959999000000,96590.35,8.046950,SELL,1765
1735882019999000000,96600.01,5.548090,BUY,1766
1735882079999000000,96607.90,3.340360,BUY,1767
1735882139999000000,96678.76,5.138260,BUY,1768
1735882199999000000,96678.76,2.888350,BUY,1769
1735882259999000000,96640.23,3.563980,SELL,1770
1735882319999000000,96639.70,3.093470,SELL,1771
1735882379999000000,96639.70,0.430540,BUY,1772
1735882439999000000,96672.14,9.176670,BUY,1773
1735882499999000000,96664.98,3.780700,SELL,1774
1735882559999000000,96682.69,6.374030,BUY,1775
1735882619999000000,96727.49,3.645770,BUY,1776
1735882679999000000,96726.49,7.124060,SELL,1777
1735882739999000000,96746.67,7.923300,BUY,1778
1735882799999000000,96746.68,0.988440,BUY,1779
1735882859999000000,96778.84,1.780010,BUY,1780
1735882919999000000,96714.50,6.620260,SELL,1781
1735882979999000000,96726.76,3.507280,BUY,1782
1735883039999000000,96744.18,4.179110,BUY,1783
1735883099999000000,96750.36,2.247820,BUY,1784
1735883159999000000,96712.92,3.203490,SELL,1785
1735883219999000000,96727.97,1.606160,BUY,1786
1735883279999000000,96774.36,6.140520,BUY,1787
1735883339999000000,96770.99,13.126630,SELL,1788
1735883399999000000,96777.41,1.188350,BUY,1789
1735883459999000000,96780.74,2.322030,BUY,1790
1735883519999000000,96794.03,5.682020,BUY,1791
1735883579999000000,96808.23,7.308700,BUY,1792
1735883639999000000,96797.13,3.992970,SELL,1793
1735883699999000000,96760.14,7.242240,SELL,1794
1735883759999000000,96775.80,2.726780,BUY,1795
1735883819999000000,96772.73,4.616110,SELL,1796
1735883879999000000,96772.72,1.511100,BUY,1797
1735883939999000000,96765.34,1.448360,SELL,1798
1735883999999000000,96765.34,0.900350,BUY,1799
1735884059999000000,96730.77,6.758240,SELL,1800
1735884119999000000,96715.61,6.112930,SELL,1801
1735884179999000000,96733.72,4.201910,BUY,1802
1735884239999000000,96735.24,10.021160,BUY,1803
1735884299999000000,96775.82,3.671870,BUY,1804
1735884359999000000,96813.84,5.218990,BUY,1805
1735884419999000000,96885.80,7.024490,BUY,1806
1735884479999000000,96918.56,8.477360,BUY,1807
1735884539999000000,96884.05,3.245840,SELL,1808
1735884599999000000,96857.85,3.498270,SELL,1809
1735884659999000000,96884.00,2.678490,BUY,1810
1735884719999000000,96883.49,2.957910,SELL,1811
1735884779999000000,96853.33,2.648740,SELL,1812
1735884839999000000,96865.19,4.066390,BUY,1813
1735884899999000000,96865.19,2.474230,BUY,1814
1735884959999000000,96843.32,3.821300,SELL,1815
1735885019999000000,96876.84,4.738970,BUY,1816
1735885079999000000,96888.27,8.781250,BUY,1817
1735885139999000000,96828.42,6.780930,SELL,1818
1735885199999000000,96795.73,12.805330,SELL,1819
1735885259999000000,96735.20,4.219420,SELL,1820
1735885319999000000,96742.10,4.787900,BUY,1821
1735885379999000000,96624.59,10.877470,SELL,1822
1735885439999000000,96650.42,13.031850,BUY,1823
1735885499999000000,96619.99,14.286980,SELL,1824
1735885559999000000,96639.44,10.630260,BUY,1825
1735885619999000000,96700.44,12.944520,BUY,1826
1735885679999000000,96688.90,6.954040,SELL,1827
1735885739999000000,96682.60,2.953150,SELL,1828
1735885799999000000,96668.00,6.587380,SELL,1829
1735885859999000000,96674.59,6.422650,BUY,1830
1735885919999000000,96689.39,11.405410,BUY,1831
1735885979999000000,96712.49,11.453810,BUY,1832
1735886039999000000,96703.84,6.818820,SELL,1833
1735886099999000000,96700.00,1.879820,SELL,1834
1735886159999000000,96700.02,6.810470,BUY,1835
1735886219999000000,96700.02,1.330970,BUY,1836
1735886279999000000,96665.14,7.650470,SELL,1837
1735886339999000000,96648.01,9.682100,SELL,1838
1735886399999000000,96670.47,6.605130,BUY,1839
1735886459999000000,96687.29,8.270140,BUY,1840
1735886519999000000,96726.91,3.341540,BUY,1841
1735886579999000000,96700.00,7.942400,SELL,1842
1735886639999000000,96667.37,5.056520,SELL,1843
1735886699999000000,96672.00,6.478270,BUY,1844
1735886759999000000,96681.90,1.884880,BUY,1845
1735886819999000000,96558.01,26.644020,SELL,1846
1735886879999000000,96579.48,9.543850,BUY,1847
1735886939999000000,96558.75,3.536510,SELL,1848
1735886999999000000,96586.53,7.431980,BUY,1849
1735887059999000000,96600.00,3.126620,BUY,1850
1735887119999000000,96559.46,7.053780,SELL,1851
1735887179999000000,96611.02,2.926970,BUY,1852
1735887239999000000,96600.24,1.514810,SELL,1853
1735887299999000000,96600.23,1.347810,BUY,1854
1735887359999000000,96579.79,1.652210,SELL,1855
1735887419999000000,96554.57,6.068470,SELL,1856
1735887479999000000,96555.20,3.507160,BUY,1857
1735887539999000000,96555.00,2.891130,SELL,1858
1735887599999000000,96539.49,4.866340,SELL,1859
1735887659999000000,96549.12,7.385680,BUY,1860
1735887719999000000,96544.02,5.803370,SELL,1861
1735887779999000000,96549.92,8.377060,BUY,1862
1735887839999000000,96542.44,6.201900,SELL,1863
1735887899999000000,96524.77,3.417250,SELL,1864
1735887959999000000,96507.74,6.692050,SELL,1865
1735888019999000000,96549.35,12.125580,BUY,1866
1735888079999000000,96571.98,16.964500,BUY,1867
1735888139999000000,96538.46,29.729610,SELL,1868
1735888199999000000,96494.72,3.614910,SELL,1869
1735888259999000000,96457.04,12.898150,SELL,1870
1735888319999000000,96477.38,5.545940,BUY,1871
1735888379999000000,96534.86,4.836510,BUY,1872
1735888439999000000,96549.34,3.037020,BUY,1873
1735888499999000000,96542.05,2.893350,SELL,1874
1735888559999000000,96592.43,4.975080,BUY,1875
1735888619999000000,96617.26,9.397710,BUY,1876
1735888679999000000,96583.97,2.939890,SELL,1877
1735888739999000000,96597.67,2.122540,BUY,1878
1735888799999000000,96604.82,1.460680,BUY,1879
1735888859999000000,96548.54,6.089410,SELL,1880
1735888919999000000,96534.82,6.712020,SELL,1881
1735888979999000000,96515.16,4.649190,SELL,1882
1735889039999000000,96538.47,5.109790,BUY,1883
1735889099999000000,96500.80,4.297090,SELL,1884
1735889159999000000,96454.54,3.522200,SELL,1885
1735889219999000000,96450.00,8.578120,SELL,1886
1735889279999000000,96415.74,11.020420,SELL,1887
1735889339999000000,96426.84,3.642620,BUY,1888
1735889399999000000,96452.07,15.899580,BUY,1889
1735889459999000000,96448.52,4.149380,SELL,1890
1735889519999000000,96470.67,9.522830,BUY,1891
1735889579999000000,96430.30,18.935300,SELL,1892
1735889639999000000,96440.53,31.938540,BUY,1893
1735889699999000000,96427.28,9.524250,SELL,1894
1735889759999000000,96408.40,3.877390,SELL,1895
1735889819999000000,96410.25,12.464950,BUY,1896
1735889879999000000,96379.95,5.644510,SELL,1897
1735889939999000000,96376.84,1.894720,SELL,1898
1735889999999000000,96340.00,9.720980,SELL,1899
1735890059999000000,96341.22,13.714870,BUY,1900
1735890119999000000,96328.00,20.513730,SELL,1901
