timestamp,price,quantity,side,trade_id
1735828259999000000,96441.46,48.345350,SELL,870
1735828319999000000,97044.98,145.089580,BUY,871
1735828379999000000,96946.02,335.906930,SELL,872
1735828439999000000,96658.62,105.058520,SELL,873
1735828499999000000,96668.00,83.237250,BUY,874
1735828559999000000,96448.00,85.046360,SELL,875
1735828619999000000,96434.15,83.037570,SELL,876
1735828679999000000,96389.45,50.859860,SELL,877
1735828739999000000,96480.25,80.117940,BUY,878
1735828799999000000,96306.18,42.953280,SELL,879
1735828859999000000,96520.00,59.511690,BUY,880
1735828919999000000,96716.47,39.394200,BUY,881
1735828979999000000,96824.90,66.801210,BUY,882
1735829039999000000,96797.79,32.081140,SELL,883
1735829099999000000,96812.44,27.353490,BUY,884
1735829159999000000,96978.48,49.633820,BUY,885
1735829219999000000,97209.26,88.402150,BUY,886
1735829279999000000,97115.78,119.387880,SELL,887
1735829339999000000,97044.01,78.298350,SELL,888
1735829399999000000,97131.00,38.766570,BUY,889
1735829459999000000,96944.85,40.754960,SELL,890
1735829519999000000,97051.51,20.386730,BUY,891
1735829579999000000,97063.24,29.242990,BUY,892
1735829639999000000,97134.74,81.855130,BUY,893
1735829699999000000,97340.00,125.775470,BUY,894
1735829759999000000,97228.53,28.589610,SELL,895
1735829819999000000,97125.11,68.218820,SELL,896
1735829879999000000,97164.46,29.597680,BUY,897
1735829939999000000,97216.69,68.715820,BUY,898
1735829999999000000,97256.49,99.137980,BUY,899
1735830059999000000,97176.00,40.872230,SELL,900
1735830119999000000,97167.96,40.144200,SELL,901
1735830179999000000,96974.31,82.718720,SELL,902
1735830239999000000,96989.90,37.524190,BUY,903
1735830299999000000,97136.94,32.780740,BUY,904
1735830359999000000,97142.47,43.819710,BUY,905
1735830419999000000,97088.54,38.430770,SELL,906
1735830479999000000,97069.69,17.989300,SELL,907
1735830539999000000,97209.00,36.376410,BUY,908
1735830599999000000,97140.48,20.525540,SELL,909
1735830659999000000,97171.97,30.735820,BUY,910
1735830719999000000,97099.08,29.448510,SELL,911
1735830779999000000,97079.59,48.666180,SELL,912
1735830839999000000,97094.17,18.867480,BUY,913
1735830899999000000,97034.78,25.543560,SELL,914
1735830959999000000,96994.61,51.574790,SELL,915
1735831019999000000,97062.78,27.301860,BUY,916
1735831079999000000,96950.02,23.886340,SELL,917
1735831139999000000,96901.13,26.867950,SELL,918
1735831199999000000,96690.81,38.264860,SELL,919
1735831259999000000,96602.28,39.774730,SELL,920
1735831319999000000,96494.16,54.469310,SELL,921
1735831379999000000,96394.24,44.006190,SELL,922
1735831439999000000,96487.34,53.375110,BUY,923
1735831499999000000,96424.83,44.608140,SELL,924
1735831559999000000,96561.54,26.830480,BUY,925
1735831619999000000,96594.66,34.200950,BUY,926
1735831679999000000,96618.41,21.186260,BUY,927
1735831739999000000,96563.56,18.024280,SELL,928
1735831799999000000,96666.85,12.392010,BUY,929
1735831859999000000,96565.02,26.378670,SELL,930
1735831919999000000,96414.47,70.746050,SELL,931
1735831979999000000,96456.11,36.016880,BUY,932
1735832039999000000,96407.66,19.940160,SELL,933
1735832099999000000,96362.40,72.817200,SELL,934
1735832159999000000,96342.00,112.162480,SELL,935
1735832219999000000,96354.00,29.105690,BUY,936
1735832279999000000,96393.07,29.094960,BUY,937
1735832339999000000,96377.70,29.226820,SELL,938
1735832399999000000,96429.15,30.960110,BUY,939
1735832459999000000,96460.00,37.358750,BUY,940
1735832519999000000,96233.36,32.041570,SELL,941
1735832579999000000,96272.18,20.636230,BUY,942
1735832639999000000,96245.08,15.131440,SELL,943
1735832699999000000,96346.24,11.869150,BUY,944
1735832759999000000,96328.90,19.026890,SELL,945
1735832819999000000,96223.69,38.133600,SELL,946
1735832879999000000,96337.37,19.389740,BUY,947
1735832939999000000,96570.64,22.200120,BUY,948
1735832999999000000,96587.30,17.802980,BUY,949
1735833059999000000,96570.00,42.757560,SELL,950
1735833119999000000,96521.37,15.843470,SELL,951
1735833179999000000,96460.67,39.074750,SELL,952
1735833239999000000,96408.15,18.895780,SELL,953
1735833299999000000,96528.82,17.905800,BUY,954
1735833359999000000,96491.33,34.275820,SELL,955
1735833419999000000,96523.72,15.486350,BUY,956
1735833479999000000,96490.39,45.202110,SELL,957
1735833539999000000,96498.63,11.040940,BUY,958
1735833599999000000,96455.01,15.318310,SELL,959
1735833659999000000,96504.65,29.275900,BUY,960
1735833719999000000,96503.98,22.904110,SELL,961
1735833779999000000,96315.44,50.418870,SELL,962
1735833839999000000,96210.09,20.572320,SELL,963
1735833899999000000,96130.75,51.073000,SELL,964
1735833959999000000,96187.49,26.600430,BUY,965
1735834019999000000,96283.86,27.965390,BUY,966
1735834079999000000,96310.58,10.942990,BUY,967
1735834139999000000,96309.91,42.046440,SELL,968
1735834199999000000,96376.75,8.351610,BUY,969
1735834259999000000,96363.64,43.234530,SELL,970
1735834319999000000,96480.19,17.215080,BUY,971
1735834379999000000,96482.09,36.409450,BUY,972
1735834439999000000,96578.95,13.791740,BUY,973
1735834499999000000,96652.57,10.971400,BUY,974
1735834559999000000,96748.98,14.816450,BUY,975
1735834619999000000,96878.78,10.232080,BUY,976
1735834679999000000,96947.15,59.255260,BUY,977
1735834739999000000,96904.64,66.752980,SELL,978
1735834799999000000,96971.29,16.641490,BUY,979
1735834859999000000,96981.83,30.071900,BUY,980
1735834919999000000,96998.34,38.362930,BUY,981
1735834979999000000,96959.71,36.939910,SELL,982
1735835039999000000,97086.61,13.647090,BUY,983
1735835099999000000,97218.92,64.368730,BUY,984
1735835159999000000,97273.20,30.795440,BUY,985
1735835219999000000,97350.00,25.295850,BUY,986
1735835279999000000,97288.71,37.106820,SELL,987
1735835339999000000,97348.60,28.342330,BUY,988
1735835399999000000,97387.15,33.631920,BUY,989
1735835459999000000,97281.87,35.135970,SELL,990
1735835519999000000,97300.00,23.221600,BUY,991
1735835579999000000,97307.46,21.792920,BUY,992
1735835639999000000,97393.94,21.423720,BUY,993
1735835699999000000,97533.54,71.449900,BUY,994
1735835759999000000,97562.05,22.861250,BUY,995
1735835819999000000,97545.74,33.507860,SELL,996
1735835879999000000,97529.42,16.784910,SELL,997
1735835939999000000,97496.49,29.690020,SELL,998
1735835999999000000,97563.44,20.078860,BUY,999
1735836059999000000,97571.59,30.728640,BUY,1000
1735836119999000000,97405.96,47.107040,SELL,1001
1735836179999000000,97385.78,30.943990,SELL,1002
1735836239999000000,97379.18,52.013460,SELL,1003
1735836299999000000,97438.33,18.662210,BUY,1004
1735836359999000000,97482.35,10.147630,BUY,1005
1735836419999000000,97397.28,15.432520,SELL,1006
1735836479999000000,97419.99,15.614840,BUY,1007
1735836539999000000,97499.50,26.422250,BUY,1008
1735836599999000000,97614.93,48.513220,BUY,1009
1735836659999000000,97533.45,19.599930,SELL,1010
1735836719999000000,97506.95,14.109020,SELL,1011
1735836779999000000,97375.97,49.196160,SELL,1012
1735836839999000000,97328.78,37.510070,SELL,1013
1735836899999000000,97220.00,26.847400,SELL,1014
1735836959999000000,97239.54,24.135150,BUY,1015
1735837019999000000,97268.09,9.183490,BUY,1016
1735837079999000000,97199.01,12.364420,SELL,1017
1735837139999000000,97254.31,10.039890,BUY,1018
1735837199999000000,97229.74,12.477120,SELL,1019
1735837259999000000,97125.84,24.216910,SELL,1020
1735837319999000000,97229.22,6.770380,BUY,1021
1735837379999000000,97163.29,10.755050,SELL,1022
1735837439999000000,97234.57,6.625400,BUY,1023
1735837499999000000,97320.64,8.331040,BUY,1024
1735837559999000000,97264.01,9.231930,SELL,1025
1735837619999000000,97200.00,11.254420,SELL,1026
1735837679999000000,97181.84,7.285030,SELL,1027
1735837739999000000,97225.86,6.640560,BUY,1028
1735837799999000000,97218.37,6.754670,SELL,1029
1735837859999000000,97271.33,5.208310,BUY,1030
1735837919999000000,97292.47,8.619870,BUY,1031
1735837979999000000,97415.47,5.665930,BUY,1032
1735838039999000000,97565.01,19.873100,BUY,1033
1735838099999000000,97546.33,59.638910,SELL,1034
1735838159999000000,97554.33,12.504140,BUY,1035
1735838219999000000,97475.85,13.779970,SELL,1036
1735838279999000000,97451.91,12.575680,SELL,1037
1735838339999000000,97512.98,12.122750,BUY,1038
1735838399999000000,97518.29,11.331890,BUY,1039
1735838459999000000,97418.35,11.612690,SELL,1040
1735838519999000000,97446.62,35.022040,BUY,1041
1735838579999000000,97393.50,11.261020,SELL,1042
1735838639999000000,97292.56,11.099690,SELL,1043
1735838699999000000,97297.95,8.263710,BUY,1044
1735838759999000000,97322.43,10.249500,BUY,1045
1735838819999000000,97279.84,9.443400,SELL,1046
1735838879999000000,97200.04,11.623230,SELL,1047
1735838939999000000,97182.19,54.251870,SELL,1048
1735838999999000000,97084.41,62.464780,SELL,1049
1735839059999000000,97012.77,15.090940,SELL,1050
1735839119999000000,96994.01,63.342470,SELL,1051
1735839179999000000,96946.85,20.891660,SELL,1052
1735839239999000000,96851.99,32.063490,SELL,1053
1735839299999000000,96806.44,22.697550,SELL,1054
1735839359999000000,96706.81,21.506210,SELL,1055
1735839419999000000,96630.66,23.163360,SELL,1056
1735839479999000000,96516.00,42.173930,SELL,1057
1735839539999000000,96471.23,20.813870,SELL,1058
1735839599999000000,96366.44,52.226840,SELL,1059
1735839659999000000,96409.92,72.835970,BUY,1060
1735839719999000000,96527.32,31.460260,BUY,1061
1735839779999000000,96462.99,27.310730,SELL,1062
1735839839999000000,96699.49,52.985570,BUY,1063
1735839899999000000,96660.00,21.470410,SELL,1064
1735839959999000000,96645.82,12.577870,SELL,1065
1735840019999000000,96556.01,19.564800,SELL,1066
1735840079999000000,96449.89,30.581280,SELL,1067
1735840139999000000,96460.63,18.217260,BUY,1068
1735840199999000000,96364.25,12.203320,SELL,1069
1735840259999000000,96483.20,22.954260,BUY,1070
1735840319999000000,96539.99,25.439370,BUY,1071
1735840379999000000,96585.10,15.450010,BUY,1072
1735840439999000000,96625.16,20.642740,BUY,1073
1735840499999000000,96619.13,22.181360,SELL,1074
1735840559999000000,96594.44,18.974630,SELL,1075
1735840619999000000,96654.48,12.295430,BUY,1076
1735840679999000000,96609.95,10.022240,SELL,1077
1735840739999000000,96626.98,12.769110,BUY,1078
1735840799999000000,96757.57,14.372940,BUY,1079
1735840859999000000,96778.59,22.376700,BUY,1080
1735840919999000000,96730.77,20.536240,SELL,1081
1735840979999000000,96592.95,31.908310,SELL,1082
1735841039999000000,96515.77,11.401370,SELL,1083
1735841099999000000,96466.97,11.620860,SELL,1084
1735841159999000000,96517.49,15.373300,BUY,1085
1735841219999000000,96584.00,13.358750,BUY,1086
1735841279999000000,96705.51,16.331870,BUY,1087
1735841339999000000,96836.36,13.906970,BUY,1088
1735841399999000000,96966.01,24.179670,BUY,1089
1735841459999000000,96982.60,31.975850,BUY,1090
1735841519999000000,96879.18,25.884230,SELL,1091
1735841579999000000,96787.88,17.376930,SELL,1092
1735841639999000000,96823.95,12.880740,BUY,1093
1735841699999000000,96848.49,10.616710,BUY,1094
1735841759999000000,96823.27,15.895810,SELL,1095
1735841819999000000,96825.79,18.402470,BUY,1096
1735841879999000000,96763.09,29.161370,SELL,1097
1735841939999000000,96873.16,12.059030,BUY,1098
1735841999999000000,96859.77,7.718160,SELL,1099
1735842059999000000,97039.01,18.229310,BUY,1100
1735842119999000000,96941.39,22.321430,SELL,1101
1735842179999000000,96923.08,11.669110,SELL,1102
1735842239999000000,96919.01,17.178830,SELL,1103
1735842299999000000,96859.99,11.325730,SELL,1104
1735842359999000000,96803.70,8.594910,SELL,1105
1735842419999000000,96767.70,6.178410,SELL,1106
1735842479999000000,96819.36,14.341780,BUY,1107
1735842539999000000,96820.90,3.670890,BUY,1108
1735842599999000000,96903.00,2.674440,BUY,1109
1735842659999000000,96790.00,7.715090,SELL,1110
1735842719999000000,96659.40,30.345150,SELL,1111
1735842779999000000,96697.56,10.388000,BUY,1112
1735842839999000000,96748.00,11.628560,BUY,1113
1735842899999000000,96652.03,3.956630,SELL,1114
1735842959999000000,96689.78,8.382480,BUY,1115
1735843019999000000,96826.93,10.398850,BUY,1116
1735843079999000000,96923.07,8.892030,BUY,1117
1735843139999000000,96870.00,5.089580,SELL,1118
1735843199999000000,96906.07,5.054200,BUY,1119
1735843259999000000,96885.02,14.271050,SELL,1120
1735843319999000000,96945.42,7.521290,BUY,1121
1735843379999000000,96945.78,6.931330,BUY,1122
1735843439999000000,97061.08,19.271550,BUY,1123
1735843499999000000,97090.54,17.454250,BUY,1124
1735843559999000000,97178.32,16.682590,BUY,1125
1735843619999000000,97199.77,17.447370,BUY,1126
1735843679999000000,97181.81,12.551810,SELL,1127
1735843739999000000,97115.38,10.415710,SELL,1128
1735843799999000000,97112.67,10.410070,SELL,1129
1735843859999000000,97099.99,16.450360,SELL,1130
1735843919999000000,97047.65,21.302600,SELL,1131
1735843979999000000,97050.94,11.086610,BUY,1132
1735844039999000000,97124.00,7.397250,BUY,1133
1735844099999000000,97119.02,5.574950,SELL,1134
1735844159999000000,97189.87,13.756890,BUY,1135
1735844219999000000,97284.00,19.547970,BUY,1136
1735844279999000000,97269.79,10.144890,SELL,1137
1735844339999000000,97309.99,7.329740,BUY,1138
1735844399999000000,97319.74,13.355570,BUY,1139
1735844459999000000,97257.44,6.726730,SELL,1140
1735844519999000000,97237.63,10.175740,SELL,1141
1735844579999000000,97306.99,10.501580,BUY,1142
1735844639999000000,97334.01,16.083820,BUY,1143
1735844699999000000,97433.61,20.118840,BUY,1144
1735844759999000000,97446.55,14.203910,BUY,1145
1735844819999000000,97550.08,36.421500,BUY,1146
1735844879999000000,97469.52,14.471410,SELL,1147
1735844939999000000,97505.23,34.985670,BUY,1148
1735844999999000000,97561.61,14.917200,BUY,1149
1735845059999000000,97562.51,25.469160,BUY,1150
1735845119999000000,97579.35,7.149680,BUY,1151
1735845179999000000,97580.37,9.442810,BUY,1152
1735845239999000000,97488.01,9.472970,SELL,1153
1735845299999000000,97482.91,12.294700,SELL,1154
1735845359999000000,97503.56,8.711450,BUY,1155
1735845419999000000,97495.29,9.888930,SELL,1156
1735845479999000000,97545.62,6.238660,BUY,1157
1735845539999000000,97579.77,7.102140,BUY,1158
1735845599999000000,97561.74,5.440110,SELL,1159
1735845659999000000,97569.89,3.048690,BUY,1160
1735845719999000000,97545.03,7.097480,SELL,1161
1735845779999000000,97589.19,14.008680,BUY,1162
1735845839999000000,97599.99,4.626180,BUY,1163
1735845899999000000,97600.00,5.256330,BUY,1164
1735845959999000000,97727.03,49.291930,BUY,1165
1735846019999000000,97710.94,14.663550,SELL,1166
1735846079999000000,97677.19,12.985330,SELL,1167
1735846139999000000,97620.02,10.063460,SELL,1168
1735846199999000000,97600.00,4.994500,SELL,1169
1735846259999000000,97427.94,23.047340,SELL,1170
1735846319999000000,97383.76,35.427670,SELL,1171
1735846379999000000,97370.30,17.587400,SELL,1172
1735846439999000000,97338.20,7.555490,SELL,1173
1735846499999000000,97326.00,6.608370,SELL,1174
1735846559999000000,97211.52,5.522980,SELL,1175
1735846619999000000,97254.68,19.111060,BUY,1176
1735846679999000000,97288.04,8.847250,BUY,1177
1735846739999000000,97372.61,10.529470,BUY,1178
1735846799999000000,97297.29,6.897870,SELL,1179
1735846859999000000,97345.84,5.025970,BUY,1180
1735846919999000000,97351.99,9.437010,BUY,1181
1735846979999000000,97439.24,6.546090,BUY,1182
1735847039999000000,97401.07,4.619300,SELL,1183
1735847099999000000,97415.65,4.997850,BUY,1184
1735847159999000000,97443.61,20.773720,BUY,1185
1735847219999000000,97324.59,11.178020,SELL,1186
1735847279999000000,97410.13,18.078980,BUY,1187
1735847339999000000,97556.43,6.667230,BUY,1188
1735847399999000000,97471.50,10.598260,SELL,1189
1735847459999000000,97434.13,9.945510,SELL,1190
1735847519999000000,97515.15,4.699160,BUY,1191
1735847579999000000,97582.42,10.514780,BUY,1192
1735847639999000000,97468.00,5.504460,SELL,1193
1735847699999000000,97531.43,5.188650,BUY,1194
1735847759999000000,97489.34,4.256570,SELL,1195
1735847819999000000,97417.48,7.270080,SELL,1196
1735847879999000000,97343.36,9.881470,SELL,1197
1735847939999000000,97326.59,5.683040,SELL,1198
1735847999999000000,97317.74,6.555460,SELL,1199
1735848059999000000,97434.00,21.469780,BUY,1200
1735848119999000000,97491.98,10.743920,BUY,1201
1735848179999000000,97496.02,5.797770,BUY,1202
1735848239999000000,97566.29,10.042760,BUY,1203
1735848299999000000,97679.99,13.168010,BUY,1204
1735848359999000000,97620.02,9.838100,SELL,1205
1735848419999000000,97562.00,6.986160,SELL,1206
1735848479999000000,97590.12,3.696740,BUY,1207
1735848539999000000,97636.40,7.251910,BUY,1208
1735848599999000000,97629.94,10.704710,SELL,1209
1735848659999000000,97678.00,10.129320,BUY,1210
1735848719999000000,97659.99,6.783370,SELL,1211
1735848779999000000,97705.89,9.636300,BUY,1212
1735848839999000000,97713.29,11.843280,BUY,1213
1735848899999000000,97769.23,14.405210,BUY,1214
1735848959999000000,97672.00,14.139340,SELL,1215
1735849019999000000,97649.65,6.617920,SELL,1216
1735849079999000000,97688.27,5.841440,BUY,1217
1735849139999000000,97751.54,7.701970,BUY,1218
1735849199999000000,97773.61,8.893550,BUY,1219
1735849259999000000,97818.10,38.786500,BUY,1220
1735849319999000000,97812.01,23.496170,SELL,1221
1735849379999000000,97775.67,15.732500,SELL,1222
1735849439999000000,97802.34,11.403960,BUY,1223
1735849499999000000,97827.75,4.049080,BUY,1224
1735849559999000000,97750.32,13.460180,SELL,1225
1735849619999000000,97701.59,8.029010,SELL,1226
1735849679999000000,97688.88,15.251020,SELL,1227
1735849739999000000,97731.49,6.048470,BUY,1228
1735849799999000000,97600.00,9.765950,SELL,1229
1735849859999000000,97520.39,16.374450,SELL,1230
1735849919999000000,97712.00,15.585050,BUY,1231
1735849979999000000,97607.98,14.752170,SELL,1232
1735850039999000000,97602.78,9.159540,SELL,1233
1735850099999000000,97529.31,9.960730,SELL,1234
1735850159999000000,97450.48,13.454100,SELL,1235
1735850219999000000,97352.94,20.671360,SELL,1236
1735850279999000000,97373.74,12.134280,BUY,1237
1735850339999000000,97470.29,5.307020,BUY,1238
1735850399999000000,97402.53,7.665600,SELL,1239
1735850459999000000,97485.01,4.917900,BUY,1240
1735850519999000000,97479.87,8.335570,SELL,1241
1735850579999000000,97440.00,7.913840,SELL,1242
1735850639999000000,97425.37,10.036450,SELL,1243
1735850699999000000,97462.00,5.871380,BUY,1244
1735850759999000000,97445.35,12.416830,SELL,1245
1735850819999000000,97468.04,19.346220,BUY,1246
1735850879999000000,97523.17,6.270310,BUY,1247
1735850939999000000,97566.66,12.273280,BUY,1248
1735850999999000000,97608.99,3.482440,BUY,1249
1735851059999000000,97648.59,26.309490,BUY,1250
1735851119999000000,97597.21,8.966890,SELL,1251
1735851179999000000,97539.94,14.824270,SELL,1252
1735851239999000000,97510.03,11.366340,SELL,1253
1735851299999000000,97393.94,12.889040,SELL,1254
1735851359999000000,97429.76,12.699650,BUY,1255
1735851419999000000,97405.89,26.796000,SELL,1256
1735851479999000000,97377.96,3.764980,SELL,1257
1735851539999000000,97317.47,9.949570,SELL,1258
1735851599999000000,97306.46,33.637650,SELL,1259
