timestamp,price,quantity,side,trade_id
1735828259999000000,96441.46,48.345350,SELL,870
1735828319999000000,97044.98,145.089580,BUY,871
1735828379999000000,96946.02,335.906930,SELL,872
1735828439999000000,96658.62,105.058520,SELL,873
1735828499999000000,96668.00,83.237250,BUY,874
1735828559999000000,96448.00,85.046360,SELL,875
1735828619999000000,96434.15,83.037570,SELL,876
1735828679999000000,96389.45,50.859860,SELL,877
1735828739999000000,96480.25,80.117940,BUY,878
1735828799999000000,96306.18,42.953280,SELL,879
1735828859999000000,96520.00,59.511690,BUY,880
1735828919999000000,96716.47,39.394200,BUY,881
1735828979999000000,96824.90,66.801210,BUY,882
1735829039999000000,96797.79,32.081140,SELL,883
1735829099999000000,96812.44,27.353490,BUY,884
1735829159999000000,96978.48,49.633820,BUY,885
1735829219999000000,97209.26,88.402150,BUY,886
1735829279999000000,97115.78,119.387880,SELL,887
1735829339999000000,97044.01,78.298350,SELL,888
1735829399999000000,97131.00,38.766570,BUY,889
